Analysis code | Status | Samples | ARC chair from USA | ARC chair from LPC | ARC chair from LPC NEW | Cadi contact from US | Cadi contact LPC | Cadi contact LPC NEW | # of ARC members | # of ARC members form USA | # of ARC members from LPC | # of ARC members from LPC NEW | # of an submitters | # of submitters from USA | # of AN submitters from LPC | # of AN submitters from LPC NEW | # AN authors | # of AN authors from USA | # of  AN authors from LPC | # of  AN authors from LPC NEW | # AN authors LPC fellows | ARC chairs LPC fellow | # ARC members LPC fellows  | # of institutes | # in institutes from USA | # of institutes from LPC | # of institutes from LPC NEW
HIG-12-024 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 0 | 2 | 0 | 0 | 0 | 21 | 6 | 5 | 2 | 1 | 0 | 0 | 11 | 5 | 4 | 2
HIG-12-025 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 1 | 1 | 0 | 4 | 2 | 2 | 1 | 1 | 1 | 1 | 1 | 14 | 14 | 10 | 4 | 0 | 0 | 0 | 5 | 5 | 4 | 2
HIG-12-026 | PAS-only-PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 2 | 2 | 2 | 1 | 0 | 0 | 0 | 6 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0
HIG-12-027 | PAS-only-PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 2 | 2 | 2 | 2 | 0 | 0 | 0 | 13 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0
HIG-12-028 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-12-029 | Completed | Run2 | 1 | 0 | 0 | 1 | 0 | 0 | 3 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-12-030 | Completed | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 3 | 3 | 2 | 0 | 1 | 0 | 0 | 0 | 5 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0
HIG-12-031 | SUPERSEDED | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-12-032 | SUPERSEDED | Run1 | 1 | 0 | 1 | 1 | 1 | 0 | 3 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-12-033 | PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 3 | 3 | 2 | 3 | 0 | 0 | 0 | 19 | 1 | 1 | 0 | 0 | 0 | 0 | 7 | 1 | 1 | 0
HIG-12-034 | PUB | Run1 | 1 | 1 | 0 | 1 | 1 | 0 | 5 | 4 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-12-035 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 5 | 2 | 1 | 1 | 1 | 1 | 1 | 0 | 12 | 12 | 8 | 4 | 0 | 0 | 0 | 5 | 5 | 4 | 2
HIG-12-036 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-12-037 | SUPERSEDED | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 6 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 0 | 0 | 0
HIG-12-038 | PAS-only-PUB | Run1 | 1 | 1 | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 2 | 2 | 1 | 1 | 1 | 72 | 45 | 36 | 18 | 3 | 1 | 2 | 24 | 9 | 7 | 8
HIG-12-039 | PAS-only-PUB | Run1 | 1 | 1 | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 1 | 1 | 1 | 0 | 0 | 22 | 15 | 8 | 7 | 1 | 1 | 1 | 12 | 6 | 5 | 5
HIG-12-040 | SUPERSEDED | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 0 | 1 | 1 | 1 | 0 | 3 | 1 | 1 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 0
HIG-12-041 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 2 | 2 | 1 | 2 | 1 | 1 | 0 | 79 | 41 | 36 | 15 | 3 | 0 | 0 | 33 | 17 | 14 | 10
HIG-12-042 | PAS-only-PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 3 | 3 | 2 | 3 | 2 | 2 | 2 | 117 | 83 | 66 | 34 | 6 | 1 | 2 | 24 | 9 | 7 | 8
HIG-12-043 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 1 | 0 | 0 | 4 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-12-044 | PAS-only-PUB | Run1 | 1 | 0 | 0 | 1 | 1 | 1 | 4 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-12-045 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-12-046 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 1 | 1 | 0 | 4 | 2 | 1 | 0 | 1 | 1 | 1 | 0 | 41 | 28 | 26 | 12 | 1 | 0 | 0 | 19 | 11 | 9 | 7
HIG-12-047 | SUPERSEDED | Run1 | 1 | 1 | 0 | 1 | 1 | 1 | 4 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 21 | 9 | 9 | 1 | 0 | 0 | 0 | 11 | 6 | 6 | 1
HIG-12-048 | SUPERSEDED | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-12-049 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 2 | 2 | 2 | 1 | 1 | 1 | 1 | 22 | 15 | 10 | 3 | 1 | 0 | 0 | 10 | 5 | 4 | 3
HIG-12-050 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-12-051 | PAS-only-PUB | Run1 | 1 | 0 | 1 | 1 | 1 | 0 | 4 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 2 | 1 | 1 | 1 | 1 | 0 | 0 | 2 | 1 | 1 | 1
HIG-12-052 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0
HIG-12-053 | PAS-only-PUB | Run1 | 1 | 0 | 1 | 0 | 0 | 0 | 4 | 2 | 1 | 1 | 2 | 1 | 1 | 1 | 23 | 6 | 3 | 4 | 1 | 0 | 0 | 15 | 5 | 3 | 4
HIG-12-054 | Completed | Run2 | 0 | 0 | 0 | 1 | 0 | 0 | 4 | 3 | 3 | 0 | 2 | 1 | 0 | 0 | 16 | 7 | 6 | 4 | 1 | 0 | 0 | 12 | 6 | 5 | 4
HIG-13-001 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 6 | 4 | 4 | 1 | 3 | 3 | 3 | 0 | 10 | 5 | 4 | 1 | 0 | 0 | 0 | 7 | 4 | 3 | 1
HIG-13-002 | PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 3 | 3 | 1 | 4 | 2 | 1 | 0 | 92 | 46 | 41 | 17 | 4 | 0 | 0 | 36 | 19 | 16 | 11
HIG-13-003 | PAS-only-PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 4 | 4 | 2 | 3 | 2 | 1 | 1 | 119 | 85 | 67 | 35 | 7 | 1 | 2 | 24 | 9 | 7 | 8
HIG-13-004 | PUB | Run1 | 1 | 0 | 1 | 0 | 0 | 0 | 5 | 2 | 1 | 1 | 7 | 2 | 2 | 2 | 54 | 14 | 11 | 4 | 1 | 0 | 0 | 26 | 8 | 7 | 3
HIG-13-005 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-13-006 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 5 | 2 | 2 | 2 | 3 | 3 | 3 | 1 | 24 | 15 | 10 | 3 | 1 | 0 | 0 | 10 | 5 | 4 | 3
HIG-13-007 | PUB | Run1 | 1 | 1 | 1 | 1 | 1 | 0 | 5 | 3 | 2 | 1 | 2 | 1 | 1 | 0 | 20 | 11 | 10 | 2 | 0 | 0 | 0 | 13 | 6 | 5 | 2
HIG-13-008 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 1 | 1 | 0 | 4 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-13-009 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 1 | 0 | 0 | 4 | 3 | 3 | 1 | 1 | 1 | 0 | 0 | 21 | 14 | 7 | 6 | 1 | 0 | 1 | 12 | 6 | 5 | 4
HIG-13-010 | PUB | Run1 | 1 | 1 | 0 | 1 | 1 | 1 | 5 | 2 | 2 | 1 | 2 | 2 | 2 | 2 | 15 | 13 | 13 | 11 | 0 | 0 | 0 | 5 | 3 | 3 | 2
HIG-13-011 | SUPERSEDED | Run1 | 1 | 0 | 0 | 0 | 0 | 0 | 5 | 5 | 4 | 1 | 1 | 0 | 0 | 0 | 10 | 1 | 1 | 1 | 1 | 0 | 0 | 7 | 1 | 1 | 1
HIG-13-012 | PUB | Run1 | 1 | 0 | 0 | 1 | 1 | 1 | 5 | 4 | 3 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-13-013 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 18 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | 0 | 0 | 0
HIG-13-014 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 1 | 1 | 1 | 4 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 21 | 9 | 9 | 1 | 0 | 0 | 0 | 11 | 6 | 6 | 1
HIG-13-015 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0
HIG-13-016 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 1 | 2 | 2 | 2 | 0 | 5 | 3 | 3 | 0 | 0 | 0 | 0 | 5 | 3 | 3 | 0
HIG-13-017 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 1 | 0 | 1 | 4 | 2 | 2 | 0 | 1 | 1 | 0 | 1 | 27 | 7 | 6 | 2 | 0 | 0 | 0 | 16 | 5 | 4 | 2
HIG-13-018 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 2 | 2 | 0 | 0 | 31 | 20 | 8 | 7 | 0 | 0 | 0 | 14 | 7 | 5 | 4
HIG-13-019 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 1 | 1 | 1 | 2 | 2 | 1 | 2 | 58 | 36 | 18 | 12 | 0 | 0 | 0 | 10 | 5 | 4 | 2
HIG-13-020 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 9 | 5 | 1 | 1 | 0 | 0 | 0 | 4 | 2 | 1 | 1
HIG-13-021 | PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 3 | 2 | 1 | 2 | 0 | 0 | 0 | 45 | 11 | 10 | 5 | 1 | 0 | 0 | 25 | 8 | 7 | 4
HIG-13-022 | PAS-only-PUB | Run1 | 1 | 1 | 1 | 1 | 0 | 0 | 4 | 3 | 3 | 2 | 2 | 2 | 0 | 1 | 64 | 40 | 32 | 16 | 3 | 1 | 2 | 23 | 8 | 6 | 7
HIG-13-023 | PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 3 | 3 | 2 | 8 | 7 | 3 | 4 | 266 | 189 | 141 | 79 | 15 | 1 | 2 | 26 | 9 | 7 | 8
HIG-13-024 | PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 5 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 1 | 1 | 1
HIG-13-025 | PUB | Run1 | 1 | 1 | 0 | 1 | 1 | 0 | 5 | 4 | 4 | 1 | 1 | 1 | 1 | 0 | 15 | 13 | 13 | 3 | 1 | 0 | 0 | 5 | 3 | 3 | 1
HIG-13-026 | PAS-only-PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 3 | 3 | 2 | 1 | 0 | 0 | 0 | 5 | 0 | 0 | 0 | 0 | 1 | 1 | 4 | 0 | 0 | 0
HIG-13-027 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 41 | 28 | 26 | 12 | 1 | 0 | 0 | 19 | 11 | 9 | 7
HIG-13-028 | PAS-only-PUB | Run1 | 1 | 0 | 0 | 1 | 1 | 0 | 4 | 3 | 2 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-13-029 | PUB | Run1 | 0 | 0 | 0 | 1 | 0 | 0 | 5 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-13-030 | PUB | Run1 | 1 | 0 | 0 | 0 | 0 | 0 | 5 | 4 | 3 | 0 | 4 | 2 | 1 | 0 | 42 | 18 | 8 | 6 | 0 | 0 | 0 | 19 | 8 | 6 | 4
HIG-13-031 | PUB | Run1 | 1 | 1 | 1 | 1 | 1 | 1 | 5 | 4 | 4 | 2 | 9 | 3 | 2 | 2 | 221 | 98 | 89 | 35 | 4 | 0 | 1 | 59 | 25 | 21 | 18
HIG-13-032 | PUB | Run1 | 1 | 0 | 0 | 0 | 0 | 0 | 5 | 4 | 3 | 1 | 2 | 0 | 0 | 0 | 8 | 0 | 0 | 0 | 0 | 0 | 1 | 7 | 0 | 0 | 0
HIG-13-033 | PUB | Run1 | 1 | 0 | 0 | 0 | 0 | 0 | 3 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-13-034 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 1 | 1 | 1 | 4 | 2 | 2 | 0 | 1 | 1 | 1 | 1 | 14 | 12 | 12 | 3 | 1 | 0 | 0 | 4 | 2 | 2 | 1
HIG-13-035 | PUB | Run1 | 1 | 0 | 0 | 0 | 0 | 0 | 5 | 1 | 0 | 0 | 2 | 2 | 2 | 0 | 8 | 2 | 2 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0
HIG-14-001 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0
HIG-14-002 | PUB | Run1 | 1 | 0 | 0 | 1 | 1 | 0 | 5 | 2 | 1 | 0 | 2 | 0 | 0 | 0 | 38 | 17 | 17 | 6 | 1 | 0 | 0 | 16 | 7 | 7 | 3
HIG-14-003 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 5 | 3 | 2 | 1 | 3 | 1 | 1 | 0 | 20 | 12 | 12 | 4 | 0 | 0 | 0 | 6 | 3 | 3 | 1
HIG-14-004 | PUB | Run1 | 1 | 0 | 0 | 0 | 0 | 0 | 5 | 3 | 2 | 1 | 3 | 1 | 1 | 0 | 20 | 2 | 2 | 1 | 1 | 0 | 0 | 11 | 2 | 2 | 1
HIG-14-005 | PUB | Run1 | 0 | 0 | 0 | 1 | 0 | 1 | 5 | 2 | 2 | 0 | 1 | 1 | 0 | 1 | 11 | 7 | 4 | 2 | 0 | 0 | 0 | 6 | 3 | 2 | 2
HIG-14-006 | PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 1 | 5 | 4 | 4 | 0 | 1 | 1 | 1 | 1 | 5 | 1 | 1 | 1 | 0 | 0 | 0 | 2 | 1 | 1 | 1
HIG-14-007 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 0 | 3 | 0 | 0 | 0 | 24 | 4 | 3 | 1 | 0 | 0 | 0 | 11 | 3 | 2 | 1
HIG-14-008 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 0 | 1 | 1 | 1 | 1 | 5 | 3 | 3 | 1 | 0 | 0 | 0 | 4 | 2 | 2 | 1
HIG-14-009 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 3 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
HIG-14-010 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-14-011 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 4 | 4 | 0 | 1 | 0 | 0 | 0 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0
HIG-14-012 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 2 | 2 | 1 | 1 | 1 | 1 | 1 | 6 | 4 | 4 | 4 | 0 | 0 | 1 | 4 | 2 | 2 | 2
HIG-14-013 | PUB | Run1 | 1 | 0 | 0 | 1 | 1 | 1 | 5 | 2 | 1 | 1 | 1 | 1 | 1 | 1 | 5 | 4 | 4 | 3 | 1 | 0 | 0 | 3 | 2 | 2 | 2
HIG-14-014 | PAS-only-PUB | Run1 | 1 | 0 | 0 | 1 | 1 | 0 | 4 | 3 | 2 | 1 | 2 | 1 | 1 | 1 | 81 | 42 | 37 | 16 | 3 | 0 | 1 | 34 | 18 | 15 | 11
HIG-14-015 | PAS-only-PUB | Run1 | 1 | 0 | 0 | 1 | 1 | 0 | 4 | 3 | 2 | 2 | 1 | 0 | 0 | 0 | 13 | 6 | 5 | 3 | 0 | 0 | 0 | 9 | 4 | 3 | 2
HIG-14-016 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 0 | 1 | 1 | 1 | 0 | 3 | 1 | 1 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 0
HIG-14-017 | PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 5 | 3 | 3 | 1 | 1 | 0 | 0 | 0 | 7 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 0 | 0 | 0
HIG-14-018 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 1 | 5 | 3 | 3 | 1 | 2 | 2 | 2 | 2 | 7 | 4 | 4 | 4 | 0 | 0 | 1 | 4 | 2 | 2 | 2
HIG-14-019 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 10 | 1 | 0 | 0 | 0 | 0 | 0 | 6 | 1 | 0 | 0
HIG-14-020 | PAS-only-PUB | Run1 | 1 | 0 | 1 | 0 | 0 | 0 | 4 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 7 | 0 | 0 | 0 | 0 | 0 | 1 | 5 | 0 | 0 | 0
HIG-14-021 | Completed | Run1 | 1 | 1 | 0 | 1 | 1 | 0 | 4 | 3 | 3 | 2 | 1 | 1 | 1 | 1 | 6 | 5 | 5 | 4 | 0 | 0 | 0 | 5 | 4 | 4 | 3
HIG-14-022 | PAS-only-PUB | Run1 | 1 | 1 | 1 | 1 | 1 | 0 | 4 | 2 | 2 | 1 | 1 | 1 | 1 | 0 | 7 | 6 | 5 | 0 | 0 | 0 | 0 | 4 | 3 | 2 | 0
HIG-14-023 | PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 5 | 3 | 3 | 2 | 1 | 0 | 0 | 0 | 14 | 3 | 3 | 3 | 1 | 0 | 0 | 7 | 1 | 1 | 1
HIG-14-024 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 2 | 2 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-14-025 | PUB | Run1 | 1 | 1 | 0 | 1 | 0 | 0 | 5 | 4 | 4 | 0 | 2 | 2 | 0 | 0 | 6 | 4 | 1 | 0 | 0 | 0 | 0 | 3 | 2 | 1 | 0
HIG-14-026 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 3 | 1 | 1 | 1 | 0 | 0 | 0 | 3 | 1 | 1 | 1
HIG-14-027 | PUB | Run1 | 1 | 0 | 0 | 0 | 0 | 0 | 5 | 4 | 3 | 3 | 4 | 1 | 1 | 1 | 23 | 7 | 6 | 4 | 0 | 0 | 0 | 14 | 4 | 3 | 2
HIG-14-028 | PUB | Run1 | 1 | 1 | 1 | 1 | 1 | 0 | 5 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 81 | 42 | 37 | 16 | 3 | 0 | 0 | 34 | 18 | 15 | 11
HIG-14-029 | PAS-only-PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 27 | 9 | 9 | 3 | 2 | 0 | 0 | 14 | 4 | 4 | 2
HIG-14-030 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
HIG-14-031 | SUPERSEDED | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 2 | 1 | 0 | 1 | 1 | 1 | 0 | 2 | 2 | 2 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0
HIG-14-032 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 3 | 2 | 1 | 1 | 1 | 0 | 1 | 21 | 3 | 3 | 1 | 0 | 0 | 0 | 13 | 3 | 3 | 1
HIG-14-033 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 1 | 5 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 5 | 3 | 3 | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 1
HIG-14-034 | PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 2 | 2 | 1 | 3 | 1 | 1 | 0 | 40 | 14 | 14 | 11 | 3 | 0 | 0 | 11 | 4 | 4 | 4
HIG-14-035 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 1 | 5 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 18 | 13 | 13 | 11 | 2 | 0 | 0 | 7 | 5 | 5 | 5
HIG-14-036 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 1 | 5 | 2 | 2 | 0 | 1 | 1 | 1 | 1 | 17 | 7 | 7 | 5 | 0 | 0 | 0 | 6 | 1 | 1 | 1
HIG-14-037 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 4 | 4 | 2 | 1 | 0 | 0 | 0 | 7 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0
HIG-14-038 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 9 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0
HIG-14-039 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 4 | 2 | 2 | 2 | 0 | 0 | 0 | 3 | 1 | 1 | 1
HIG-14-040 | PUB | Run1 | 0 | 0 | 0 | 1 | 0 | 1 | 5 | 2 | 2 | 0 | 2 | 2 | 1 | 0 | 19 | 11 | 7 | 3 | 0 | 0 | 0 | 10 | 5 | 4 | 3
HIG-14-041 | PAS-only-PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
HIG-14-042 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 5 | 3 | 1 | 1 | 1 | 1 | 1 | 0 | 5 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0
HIG-15-001 | PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 5 | 2 | 1 | 1 | 2 | 0 | 0 | 0 | 7 | 0 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 0
HIG-15-002 | PUB | Run1 | 1 | 0 | 1 | 1 | 1 | 0 | 5 | 3 | 1 | 1 | 1 | 0 | 0 | 0 | 12 | 4 | 3 | 1 | 0 | 0 | 0 | 10 | 3 | 2 | 1
HIG-15-003 | PAS-only-PUB | Run2 | 1 | 0 | 0 | 0 | 0 | 0 | 4 | 3 | 2 | 2 | 2 | 1 | 0 | 1 | 28 | 4 | 3 | 2 | 1 | 0 | 1 | 12 | 3 | 2 | 2
HIG-15-004 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 1 | 1 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0
HIG-15-005 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
HIG-15-006 | SUPERSEDED | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 18 | 8 | 8 | 3 | 2 | 0 | 0 | 8 | 3 | 3 | 2
