 Analysis code | AN Notes | # Authors | # Authors from USA | Institutes | # Institutes | # Insitutes from USA
SMP-15-009 | CMS AN-2015/298, CMS AN-2014/225, CMS AN-2014/235, CMS AN-2013/154 | 13 | 3 | MADRID-CIEMAT, #not_found#, SUNY-BUFFALO | 3 | 1
SMP-15-010 | CMS AN-2015/219 | 14 | 1 | CHANDIGARH, BRUXELLES-ULB, NORTHEASTERN, SACLAY, ANKARA-METU, #not_found# | 6 | 1
SMP-15-011 | CMS AN-2015/250 | 8 | 8 | MIT, FERMILAB | 2 | 2
SMP-15-012 | CMS AN-2014/135 | 6 | 0 | LYON, TORINO, #not_found# | 3 | 0
SMP-16-001 | CMS AN-2016/029 | 7 | 6 | WISCONSIN, #not_found# | 2 | 1
SMP-16-002 | CMS AN-2016/028, CMS AN-2015/318 | 39 | 23 | OVIEDO, WISCONSIN, STRASBOURG, SANTANDER, ZAGREB-RUDJER, #not_found#, MIT | 7 | 2
SMP-16-003 | CMS AN-2015/224 | 3 | 0 | CHUNGLI-NCU, TAIPEI-NTU, TIFR-B | 3 | 0
SMP-16-004 | CMS AN-2016/051 | 10 | 6 | WISCONSIN, UCDAVIS, SACLAY, FLORIDA-STATE, DELHI-UNIV, TIFR-B, KOLKATA-SAHA | 7 | 3
SMP-16-005 | CMS AN-2015/247 | 14 | 1 | CHANDIGARH, BRUXELLES-ULB, NORTHEASTERN, SACLAY, ANKARA-METU, PROTVINO, #not_found# | 7 | 1
SMP-16-006 | CMS AN-2015/299, CMS AN-2015/325 | 2 | 0 | #not_found# | 1 | 0
SMP-16-007 | CMS AN-2016/135, CMS AN-2015/290, CMS AN-2016/123 | 14 | 14 | ROCHESTER, #not_found#, VIRGINIA-UNIV | 3 | 2
SMP-16-008 | CMS AN-2015/102 | 4 | 0 | CHANDIGARH, KARLSRUHE-IEKP | 2 | 0
SMP-16-009 | CMS AN-2015/324 | 18 | 5 | FLORIDA-UNIV, CHANDIGARH, ROCHESTER, SEOUL-SNU, VILNIUS-UNIV, NEBRASKA, DELHI-UNIV, TIFR-B, DUBNA, #not_found#, FERMILAB, VIRGINIA-UNIV | 12 | 5
SMP-16-010 | CMS AN-2016/150 | 3 | 3 | SUNY-BUFFALO | 1 | 1
SMP-16-011 | CMS AN-2015/274 | 2 | 0 | KARLSRUHE-IEKP | 1 | 0
SMP-16-012 | CMS AN-2015/160 | 4 | 0 | KARLSRUHE-IEKP, #not_found# | 2 | 0
SMP-16-013 | CMS AN-2016/250 | 9 | 7 | MIT, FERMILAB, #not_found# | 3 | 2
SMP-16-014 | CMS AN-2016/181 | 6 | 0 | DESY, IOANNINA | 2 | 0
SMP-16-015 | CMS AN-2015/219 | 14 | 1 | CHANDIGARH, BRUXELLES-ULB, NORTHEASTERN, SACLAY, ANKARA-METU, #not_found# | 6 | 1
SMP-16-016 |  | 0 | 0 |  | 0 | 0
SMP-16-017 | CMS AN-2016/359 | 5 | 4 | WISCONSIN, #not_found# | 2 | 1
SMP-16-018 | CMS AN-2016/379 | 4 | 0 | ZURICH-ETH, MOSCOW-ITEP, PISA | 3 | 0
SMP-16-019 | CMS AN-2014/135, CMS AN-2017/002, CMS AN-2016/331 | 20 | 0 | LYON, TORINO, #not_found#, POLYTECHNIQUE | 4 | 0
SMP-17-001 | CMS AN-2015/324 | 18 | 5 | FLORIDA-UNIV, CHANDIGARH, ROCHESTER, SEOUL-SNU, VILNIUS-UNIV, NEBRASKA, DELHI-UNIV, TIFR-B, DUBNA, #not_found#, FERMILAB, VIRGINIA-UNIV | 12 | 5
SMP-17-002 | CMS AN-2014/107, CMS AN-2014/254 | 12 | 7 | NORTHWESTERN, TIFR-B, KARLSRUHE-IEKP, MINNESOTA, CHANDIGARH | 5 | 2
SUS-08-001 | CMS AN-2008/038 | 2 | 0 | CERN, BRUXELLES-ULB | 2 | 0
SUS-08-002 | CMS AN-2008/036 | 6 | 4 | PADOVA, UCSB, MIT, BRUSSEL-VUB, PRINCETON | 5 | 3
SUS-08-003 | CMS AN-2008/035 | 5 | 0 | LIP, WARSAW-INS, #not_found# | 3 | 0
SUS-08-004 | CMS AN-2008/034 | 8 | 0 | AACHEN-3A, DESY, #not_found# | 3 | 0
SUS-08-005 | CMS AN-2008/071 | 5 | 0 | CERN, #not_found#, IOANNINA | 3 | 0
SUS-08-006 |  | 0 | 0 |  | 0 | 0
SUS-08-007 | CMS AN-2008/108 | 1 | 0 | KYUNGPOOK | 1 | 0
SUS-09-001 | CMS AN-2009/056 | 7 | 0 | CERN, BOGAZICI, LONDON-IC, #not_found# | 4 | 0
SUS-09-002 | CMS AN-2009/083 | 1 | 0 | #not_found# | 1 | 0
SUS-09-003 | CMS AN-2009/077 | 6 | 0 | HAMBURG-UNIV, #not_found#, ISTANBUL-TECH, KARLSRUHE-IEKP | 4 | 0
SUS-09-004 | CMS AN-2009/094 | 9 | 8 | COLORADO, FLORIDA-STATE, KANSAS-UNIV, RUTGERS, UCRIVERSIDE, #not_found#, VIRGINIA-UNIV | 7 | 6
SUS-10-001 | CMS AN-2010/163, CMS AN-2010/169, CMS AN-2010/168, CMS AN-2010/170, CMS AN-2010/160, CMS AN-2010/119, CMS AN-2010/156, CMS AN-2010/157, CMS AN-2010/164, CMS AN-2010/166 | 78 | 52 | KARLSRUHE-IEKP, HAMBURG-UNIV, RUTGERS, BROWN-UNIV, MIT, GHENT, UCRIVERSIDE, FERMILAB, FLORIDA-UNIV, LONDON-IC, ROCHESTER, COLORADO, PRINCETON, BRUXELLES-ULB, PEKING-UNIV, KANSAS-UNIV, TEXAS-TAMU, ISTANBUL-TECH, PADOVA, CERN, TORINO, FLORIDA-STATE, UCSB, UCSD, BRUSSEL-VUB, #not_found#, VIRGINIA-UNIV | 27 | 15
SUS-10-002 | CMS AN-2010/222, CMS AN-2010/168, CMS AN-2010/271, CMS AN-2009/094 | 64 | 38 | COLORADO, RAL, OHIO-STATE, FLORIDA-STATE, KANSAS-UNIV, RUTGERS, TEXAS-TAMU, UCRIVERSIDE, #not_found#, FERMILAB, VIRGINIA-UNIV | 11 | 9
SUS-10-003 | CMS AN-2009/155, CMS AN-2010/242, CMS AN-2009/040, CMS AN-2010/338, CMS AN-2008/071, CMS AN-2008/114 | 27 | 5 | LONDON-IC, ROCHESTER, CERN, IOANNINA, UCSB, BROWN-UNIV, #not_found# | 7 | 3
SUS-10-004 | CMS AN-2010/257, CMS AN-2010/300, CMS AN-2010/247, CMS AN-2010/379, CMS AN-2010/372, CMS AN-2010/375 | 100 | 62 | FLORIDA-UNIV, KYUNGPOOK, NEBRASKA, NOTRE_DAME, CERN, SANTANDER, PEKING-UNIV, KANSAS-STATE, ZURICH-ETH, #not_found#, UCSB, KARLSRUHE-IEKP, UCSD, OVIEDO, BEIJING-IHEP, CATANIA, GHENT, MIT, FERMILAB, TEXAS-TAMU | 20 | 9
SUS-10-005 | CMS AN-2010/417, CMS AN-2010/404, CMS AN-2010/402, CMS AN-2010/354, CMS AN-2010/401, CMS AN-2010/341, CMS AN-2010/421, CMS AN-2011/034, CMS AN-2010/391, CMS AN-2010/392, CMS AN-2010/383, CMS AN-2010/204, CMS AN-2011/012 | 91 | 41 | CORNELL, HAMBURG-UNIV, VANDERBILT, POLYTECHNIQUE, MIT, MILANO-BICOCCA, FERMILAB, CHANDIGARH, LONDON-IC, ROCHESTER, PRINCETON, BAYLOR-UNIV, ROCKEFELLER, TEXAS-TAMU, PADOVA, PURDUE, LYON, PUNE-IISER, CERN, ZURICH-ETH, TORINO, UCLA, UCSB, UCSD, BRUSSEL-VUB, AACHEN-1, #not_found# | 27 | 13
SUS-10-006 | CMS AN-2010/419 | 15 | 9 | CORNELL, LIVERMORE, UCSB, HEPHY, #not_found# | 5 | 3
SUS-10-007 | CMS AN-2010/370, CMS AN-2010/373 | 26 | 20 | KARLSRUHE-IEKP, #not_found#, UCSB, UCSD, MIT, FERMILAB | 6 | 4
SUS-10-008 | CMS AN-2011/083, CMS AN-2010/269, CMS AN-2010/302, CMS AN-2010/296, CMS AN-2010/159 | 34 | 18 | FLORIDA-UNIV, LONDON-IC, KARLSRUHE-IEKP, ZURICH-ETH, RAL, NEBRASKA, RUTGERS, HAMBURG-UNIV, #not_found# | 9 | 3
SUS-10-009 | CMS AN-2010/288 | 4 | 2 | CERN, CALTECH, FERMILAB | 3 | 2
SUS-10-010 | CMS AN-2010/377 | 33 | 4 | OVIEDO, CHANDIGARH, KARLSRUHE-IEKP, CHICAGO, CERN, SANTANDER, #not_found#, NEBRASKA, ZURICH-ETH, CATANIA, UCRIVERSIDE, KANSAS-STATE | 12 | 4
SUS-10-011 | CMS AN-2010/338 | 3 | 2 | UCSB, #not_found# | 2 | 1
SUS-10-012 | CMS AN-2011/022 | 1 | 7 | UCSB, UCRIVERSIDE, FLORIDA-STATE, SUNY-BUFFALO | 4 | 4
SUS-11-001 | CMS AN-2011/043, CMS AN-2010/242 | 20 | 4 | CERN, LONDON-IC, BROWN-UNIV, ROCHESTER, #not_found# | 5 | 2
SUS-11-002 | CMS AN-2010/467 | 4 | 3 | RUTGERS, #not_found#, PURDUE | 3 | 2
SUS-11-003 | CMS AN-2011/244 | 10 | 2 | CERN, LONDON-IC, BROWN-UNIV, ROCHESTER, #not_found# | 5 | 2
SUS-11-004 | CMS AN-2011/313, CMS AN-2011/247, CMS AN-2011/398, CMS AN-2011/188 | 16 | 10 | RUTGERS, LYON, HEPHY, FLORIDA-FIU, TEXAS-TECH, CHICAGO, BAYLOR-UNIV, UCSB, TEXAS-TAMU, BRISTOL, MARYLAND, #not_found# | 12 | 8
SUS-11-005 | CMS AN-2011/277 | 7 | 0 | CERN, #not_found# | 2 | 0
SUS-11-006 | CMS AN-2011/257, CMS AN-2011/409 | 24 | 31 | KYUNGPOOK, COLORADO, UCDAVIS, CORNELL, FLORIDA-STATE, SUNY-BUFFALO, UCSB, TEXAS-TAMU, BRISTOL, UCRIVERSIDE, #not_found#, FERMILAB | 12 | 9
SUS-11-007 | CMS AN-2011/164, CMS AN-2011/272 | 13 | 7 | KARLSRUHE-IEKP, VANDERBILT, RUTGERS, TEXAS-TAMU, BRISTOL, #not_found# | 6 | 3
SUS-11-008 | CMS AN-2011/495, CMS AN-2011/219, CMS AN-2011/233 | 21 | 11 | CERN, CORNELL, CALTECH, BEIJING-IHEP, #not_found#, FERMILAB | 6 | 3
SUS-11-009 | CMS AN-2011/289, CMS AN-2011/213 | 4 | 0 | HAMBURG-UNIV, AACHEN-1, #not_found# | 3 | 0
SUS-11-010 | CMS AN-2011/208, CMS AN-2011/468, CMS AN-2011/262, CMS AN-2011/466, CMS AN-2011/184, CMS AN-2011/437, CMS AN-2011/258 | 95 | 84 | NEBRASKA, FLORIDA-UNIV, KYUNGPOOK, CORNELL, KANSAS-STATE, PURDUE, CERN, SANTANDER, NOTRE_DAME, CHICAGO, GHENT, MIT, KANSAS-UNIV, UCSB, UCSD, BEIJING-IHEP, PEKING-UNIV, #not_found#, FERMILAB | 19 | 12
SUS-11-011 | CMS AN-2011/269, CMS AN-2011/476, CMS AN-2011/272, CMS AN-2011/475 | 56 | 45 | KARLSRUHE-IEKP, MIT, UCSB, UCSD, #not_found#, FERMILAB | 6 | 4
SUS-11-012 | CMS AN-2010/377 | 33 | 4 | OVIEDO, CHANDIGARH, KARLSRUHE-IEKP, CHICAGO, CERN, SANTANDER, #not_found#, NEBRASKA, ZURICH-ETH, CATANIA, UCRIVERSIDE, KANSAS-STATE | 12 | 4
SUS-11-013 | CMS AN-2011/281, CMS AN-2011/288, CMS AN-2011/292 | 35 | 23 | RUTGERS, KARLSRUHE-IEKP, PRINCETON, HAMBURG-UNIV, RAL, NEBRASKA, CALTECH, #not_found# | 8 | 4
SUS-11-014 | CMS AN-2011/339 | 6 | 3 | RUTGERS, #not_found#, PURDUE | 3 | 2
SUS-11-015 | CMS AN-2011/173, CMS AN-2011/315, CMS AN-2011/205, CMS AN-2011/536, CMS AN-2011/424, CMS AN-2011/255 | 97 | 31 | LIVERMORE, DESY, ALABAMA-UNIV, CERN, BRUXELLES-ULB, HEPHY, BUDAPEST, FIRENZE, MIT, UCSB, ISTANBUL-TECH, IPM, #not_found#, KARLSRUHE-IEKP | 14 | 4
SUS-11-016 | CMS AN-2011/328 | 5 | 4 | HEPHY, MIT, FERMILAB, CHICAGO | 4 | 3
SUS-11-017 | CMS AN-2011/274 | 26 | 25 | #not_found#, UCSB, UCSD, FERMILAB, MIT | 5 | 4
SUS-11-018 | CMS AN-2012/095, CMS AN-2011/249, CMS AN-2011/135 | 22 | 0 | RAL, ATHENS, #not_found# | 3 | 0
SUS-11-019 | CMS AN-2011/345 | 4 | 0 | ZURICH-ETH, #not_found# | 2 | 0
SUS-11-020 | CMS AN-2011/367, CMS AN-2011/466, CMS AN-2012/001 | 33 | 31 | FLORIDA-UNIV, PURDUE, CERN, SANTANDER, BEIJING-IHEP, KANSAS-STATE, MIT, NEBRASKA, UCSD, UCSB, GHENT, #not_found#, FERMILAB | 13 | 8
SUS-11-021 | CMS AN-2011/464, CMS AN-2011/400 | 9 | 21 | ZURICH-ETH, MIT, UCSB, UCSD, #not_found#, FERMILAB | 6 | 4
SUS-11-022 | CMS AN-2011/517 | 13 | 3 | LONDON-IC, ROCHESTER, PRINCETON, CERN, BROWN-UNIV, #not_found# | 6 | 3
SUS-11-023 | CMS AN-2011/457 | 13 | 7 | PRINCETON, CERN, NORTHEASTERN, CORNELL, CALTECH, BEIJING-IHEP, #not_found#, FERMILAB | 8 | 5
SUS-11-024 | CMS AN-2011/458 | 13 | 7 | PRINCETON, CERN, NORTHEASTERN, CORNELL, CALTECH, BEIJING-IHEP, #not_found#, FERMILAB | 8 | 5
SUS-11-025 | CMS AN-2011/262, CMS AN-2011/208, CMS AN-2011/466, CMS AN-2011/184, CMS AN-2011/437, CMS AN-2011/258, CMS AN-2011/411 | 77 | 63 | FLORIDA-UNIV, KYUNGPOOK, FERMILAB, PURDUE, CERN, SANTANDER, NOTRE_DAME, CHICAGO, GHENT, UCSB, KANSAS-STATE, KANSAS-UNIV, NEBRASKA, UCSD, BEIJING-IHEP, PEKING-UNIV, MIT, #not_found#, CORNELL | 19 | 12
SUS-11-026 | CMS AN-2011/416 | 2 | 2 | CORNELL | 1 | 1
SUS-11-027 | CMS AN-2011/379, CMS AN-2011/536 | 36 | 10 | BUDAPEST, DESY, ALABAMA-UNIV, CERN, BRUXELLES-ULB, HEPHY, LIVERMORE, MIT, UCSB, ISTANBUL-TECH, #not_found#, KARLSRUHE-IEKP | 12 | 4
SUS-11-028 | CMS AN-2011/173 | 9 | 0 | DESY, ISTANBUL-TECH, #not_found# | 3 | 0
SUS-11-029 | CMS AN-2010/287 | 12 | 6 | CERN, CORNELL, CALTECH, BEIJING-IHEP, #not_found#, FERMILAB | 6 | 3
SUS-11-030 | CMS AN-2011/498 | 9 | 6 | PRINCETON, TORINO, UCLA, UCSB, BRUSSEL-VUB, MIT, PADOVA | 7 | 4
SUS-11-031 |  | 0 | 0 |  | 0 | 0
SUS-11-032 | CMS AN-2012/131 | 10 | 1 | GHENT, LIP, #not_found#, FERMILAB | 4 | 1
SUS-11-033 |  | 0 | 0 |  | 0 | 0
SUS-11-034 |  | 0 | 0 |  | 0 | 0
SUS-11-035 |  | 0 | 0 |  | 0 | 0
SUS-11-036 |  | 0 | 0 |  | 0 | 0
SUS-11-037 |  | 0 | 0 |  | 0 | 0
SUS-12-001 | CMS AN-2011/289, CMS AN-2011/512, CMS AN-2011/515, CMS AN-2011/213 | 24 | 13 | AACHEN-1, COLORADO, KANSAS-UNIV, HAMBURG-UNIV, NOTRE_DAME, NORTHEASTERN, FLORIDA-STATE, CARNEGIE-MELLON, RUTGERS, UCRIVERSIDE, #not_found#, FERMILAB, VIRGINIA-UNIV | 13 | 10
SUS-12-002 | CMS AN-2012/040, CMS AN-2012/173 | 12 | 1 | CERN, #not_found#, FERMILAB | 3 | 1
SUS-12-003 | CMS AN-2011/409 | 23 | 19 | KYUNGPOOK, COLORADO, UCDAVIS, CORNELL, FLORIDA-STATE, SUNY-BUFFALO, UCSB, TEXAS-TAMU, BRISTOL, UCRIVERSIDE, #not_found#, FERMILAB | 12 | 9
SUS-12-004 | CMS AN-2011/519, CMS AN-2011/485 | 13 | 9 | HAMBURG-UNIV, TENNESSEE, VANDERBILT, RUTGERS, TEXAS-TAMU, #not_found#, SEOUL-UNIV | 7 | 4
SUS-12-005 | CMS AN-2011/495, CMS AN-2011/219, CMS AN-2012/045, CMS AN-2011/233 | 23 | 12 | CERN, CORNELL, CALTECH, BEIJING-IHEP, #not_found#, FERMILAB | 6 | 3
SUS-12-006 | CMS AN-2012/105, CMS AN-2012/059, CMS AN-2012/051, CMS AN-2012/099, CMS AN-2012/159 | 58 | 44 | FLORIDA-UNIV, UCSB, KARLSRUHE-IEKP, RUTGERS, CERN, HAMBURG-UNIV, RAL, PRINCETON, KANSAS-STATE, CALTECH, NEBRASKA, UCSD, BEIJING-IHEP, GHENT, MIT, #not_found#, FERMILAB | 17 | 10
SUS-12-007 | CMS AN-2012/051 | 23 | 22 | #not_found#, UCSB, UCSD, FERMILAB, MIT | 5 | 4
SUS-12-008 | CMS AN-2011/485 | 3 | 0 | HAMBURG-UNIV, #not_found# | 2 | 0
SUS-12-009 | CMS AN-2011/516 | 16 | 7 | LYON, PRINCETON, CERN, NORTHEASTERN, CORNELL, CALTECH, BEIJING-IHEP, #not_found#, FERMILAB | 9 | 5
SUS-12-010 | CMS AN-2011/536, CMS AN-2011/410, CMS AN-2011/424, CMS AN-2011/315, CMS AN-2011/205 | 88 | 31 | LIVERMORE, DESY, ALABAMA-UNIV, CERN, BRUXELLES-ULB, HEPHY, BUDAPEST, FIRENZE, #not_found#, UCSB, ISTANBUL-TECH, IPM, MIT, KARLSRUHE-IEKP | 14 | 4
SUS-12-011 | CMS AN-2011/313, CMS AN-2011/188, CMS AN-2011/398 | 15 | 10 | RUTGERS, LYON, HEPHY, FLORIDA-FIU, TEXAS-TECH, CHICAGO, BAYLOR-UNIV, UCSB, TEXAS-TAMU, BRISTOL, MARYLAND, #not_found# | 12 | 8
SUS-12-012 | CMS AN-2011/527, CMS AN-2012/099 | 5 | 1 | CERN, NEBRASKA, #not_found#, BEIJING-IHEP | 4 | 1
SUS-12-013 | CMS AN-2012/180 | 3 | 0 | ZURICH-ETH, #not_found# | 2 | 0
SUS-12-014 | CMS AN-2012/127 | 5 | 4 | RUTGERS, FLORIDA-STATE, FERMILAB, #not_found# | 4 | 3
SUS-12-015 | CMS AN-2012/155, CMS AN-2012/440 | 6 | 0 | #not_found# | 1 | 0
SUS-12-016 | CMS AN-2012/052 | 13 | 3 | LONDON-IC, ROCHESTER, PRINCETON, CERN, BROWN-UNIV, #not_found# | 6 | 3
SUS-12-017 | CMS AN-2012/237, CMS AN-2012/177, CMS AN-2012/189, CMS AN-2012/199 | 74 | 62 | FLORIDA-UNIV, PURDUE, CERN, BEIJING-IHEP, KANSAS-STATE, NEBRASKA, UCSD, UCSB, GHENT, #not_found#, MIT, FERMILAB | 12 | 8
SUS-12-018 | CMS AN-2012/154, CMS AN-2012/212 | 18 | 12 | NORTHEASTERN, UCRIVERSIDE, NOTRE_DAME, TORINO, FLORIDA-STATE, MIT, CARNEGIE-MELLON, TAIPEI-NTU, OHIO-STATE, AACHEN-1, #not_found#, FERMILAB, VIRGINIA-UNIV | 13 | 9
SUS-12-019 | CMS AN-2012/359, CMS AN-2012/200, CMS AN-2012/231, CMS AN-2014/120 | 44 | 21 | KARLSRUHE-IEKP, PURDUE, ZURICH-ETH, #not_found#, UCSB, UCSD, SANTANDER, AACHEN-1, MIT, FERMILAB | 10 | 5
SUS-12-020 | CMS AN-2012/269, CMS AN-2012/284, CMS AN-2012/275 | 5 | 1 | CERN, KANSAS-UNIV, #not_found# | 3 | 1
SUS-12-021 | CMS AN-2012/269, CMS AN-2012/267 | 5 | 1 | KANSAS-UNIV, DESY, ISTANBUL-TECH, #not_found# | 4 | 1
SUS-12-022 | CMS AN-2012/313, CMS AN-2012/254, CMS AN-2012/256, CMS AN-2012/351, CMS AN-2012/342, CMS AN-2012/248, CMS AN-2012/330 | 74 | 57 | RUTGERS, FLORIDA-UNIV, KANSAS-STATE, DESY, PRINCETON, CORNELL, ZURICH-ETH, RAL, PURDUE, CERN, UCLA, #not_found#, CALTECH, UCSB, UCSD, BEIJING-IHEP, GHENT, MIT, FERMILAB | 19 | 12
SUS-12-023 | CMS AN-2012/379 | 25 | 22 | #not_found#, UCSB, UCSD, FERMILAB, MIT | 5 | 4
SUS-12-024 | CMS AN-2012/081 | 20 | 18 | COLORADO, CORNELL, SUNY-BUFFALO, UCSB, TEXAS-TAMU, UCRIVERSIDE, #not_found#, FERMILAB | 8 | 7
SUS-12-025 | CMS AN-2014/099, CMS AN-2014/151 | 14 | 5 | CHANDIGARH, HAMBURG-UNIV, VANDERBILT, TEXAS-TAMU, TIFR-B, #not_found#, FERMILAB | 7 | 3
SUS-12-026 | CMS AN-2012/343, CMS AN-2012/342, CMS AN-2012/257 | 55 | 43 | FLORIDA-UNIV, DESY, PRINCETON, RUTGERS, RAL, CALTECH, #not_found# | 7 | 4
SUS-12-027 | CMS AN-2012/342, CMS AN-2012/257, CMS AN-2012/344, CMS AN-2012/380 | 44 | 55 | FLORIDA-UNIV, DESY, PRINCETON, RUTGERS, RAL, CALTECH, #not_found# | 7 | 4
SUS-12-028 | CMS AN-2012/356 | 18 | 5 | LONDON-IC, ROCHESTER, PRINCETON, CERN, BRUXELLES-ULB, ATHENS, RUTGERS, UCSB, BROWN-UNIV, #not_found# | 10 | 5
SUS-12-029 | CMS AN-2012/364, CMS AN-2012/353, CMS AN-2012/373, CMS AN-2012/199 | 84 | 64 | FLORIDA-UNIV, NEBRASKA, PURDUE, CERN, ZURICH-ETH, KANSAS-STATE, MIT, UCSB, UCSD, BEIJING-IHEP, GHENT, #not_found#, FERMILAB | 13 | 8
SUS-12-030 | CMS AN-2012/276 | 3 | 0 | KYUNGPOOK, #not_found# | 2 | 0
SUS-13-001 | CMS AN-2012/278 | 15 | 8 | KYUNGPOOK, PRINCETON, CERN, NORTHEASTERN, CORNELL, CALTECH, UCSD, BEIJING-IHEP, #not_found#, FERMILAB | 10 | 6
SUS-13-002 | CMS AN-2012/343, CMS AN-2012/342, CMS AN-2012/257 | 55 | 43 | FLORIDA-UNIV, DESY, PRINCETON, RUTGERS, RAL, CALTECH, #not_found# | 7 | 4
SUS-13-003 | CMS AN-2012/342, CMS AN-2012/257, CMS AN-2012/344 | 40 | 41 | FLORIDA-UNIV, DESY, PRINCETON, RUTGERS, RAL, CALTECH, #not_found# | 7 | 4
SUS-13-004 | CMS AN-2012/234, CMS AN-2014/125 | 21 | 13 | KYUNGPOOK, CHICAGO, CERN, NORTHEASTERN, CORNELL, CALTECH, UCSD, UCSB, #not_found#, FERMILAB | 10 | 7
SUS-13-005 | CMS AN-2012/023 | 9 | 0 | AACHEN-3A, #not_found#, KARLSRUHE-IEKP, DESY | 4 | 0
SUS-13-006 | CMS AN-2012/313, CMS AN-2012/255, CMS AN-2012/254, CMS AN-2012/342, CMS AN-2012/351, CMS AN-2012/248, CMS AN-2012/330 | 70 | 47 | KARLSRUHE-IEKP, CORNELL, HAMBURG-UNIV, RUTGERS, BEIJING-IHEP, KANSAS-STATE, PURDUE, RAL, MIT, NEBRASKA, GHENT, FERMILAB, FLORIDA-UNIV, DESY, PRINCETON, UCSB, CERN, ZURICH-ETH, UCLA, CALTECH, UCSD, #not_found# | 22 | 13
SUS-13-007 | CMS AN-2012/390, CMS AN-2012/416, CMS AN-2013/035, CMS AN-2012/405 | 19 | 9 | BUDAPEST, ALABAMA-UNIV, CERN, HEPHY, RUTGERS, UCSB, ATOMKI, #not_found# | 8 | 3
SUS-13-008 | CMS AN-2012/433 | 11 | 8 | FLORIDA-UNIV, CERN, ZURICH-ETH, UCLA, MIT, GHENT, KANSAS-STATE | 7 | 4
SUS-13-009 | CMS AN-2012/421, CMS AN-2013/118 | 27 | 7 | LONDON-IC, IOWA, TEXAS-TECH, ROCKEFELLER, BANGKOK, BOGAZICI, TEXAS-TAMU, BRISTOL, ADANA-CUKUROVA, #not_found# | 10 | 4
SUS-13-010 | CMS AN-2013/044 | 8 | 1 | HAMBURG-UNIV, NEBRASKA, KARLSRUHE-IEKP, #not_found# | 4 | 1
SUS-13-011 | CMS AN-2013/089, CMS AN-2013/059 | 46 | 47 | DESY, STRASBOURG, #not_found#, UCSB, POLYTECHNIQUE, ISTANBUL-TECH, BROWN-UNIV, MIT, FERMILAB, UCSD | 10 | 5
SUS-13-012 | CMS AN-2012/350 | 24 | 15 | CHANDIGARH, DESY, WAYNE, CHICAGO, CORNELL, AACHEN-1, BAYLOR-UNIV, MINNESOTA, ROCKEFELLER, FLORIDA-FIU, BRISTOL, PUNE-IISER, UCRIVERSIDE, #not_found#, FERMILAB | 15 | 9
SUS-13-013 | CMS AN-2013/054, CMS AN-2013/086, CMS AN-2013/120, CMS AN-2013/051 | 54 | 39 | FLORIDA-UNIV, PURDUE, CERN, ZURICH-ETH, KANSAS-STATE, UCSB, UCSD, GHENT, MIT, #not_found#, FERMILAB | 11 | 7
SUS-13-014 | CMS AN-2013/061 | 4 | 4 | RAL, RUTGERS, FERMILAB, PURDUE | 4 | 3
SUS-13-015 | CMS AN-2012/490 | 1 | 0 | #not_found# | 1 | 0
SUS-13-016 | CMS AN-2013/153 | 8 | 0 | ATHENS, #not_found# | 2 | 0
SUS-13-017 | CMS AN-2012/343, CMS AN-2013/204, CMS AN-2013/199, CMS AN-2013/226 | 103 | 91 | FLORIDA-UNIV, PURDUE, DESY, NOTRE_DAME, PRINCETON, RUTGERS, RAL, NORTHEASTERN, MIT, CALTECH, UCSD, UCSB, UCRIVERSIDE, #not_found#, FERMILAB, TEXAS-TAMU | 16 | 13
SUS-13-018 | CMS AN-2012/410 | 2 | 0 | CHANDIGARH, PUNE-IISER | 2 | 0
SUS-13-019 | CMS AN-2013/215 | 5 | 1 | CERN, ZURICH-ETH, UCSD, #not_found# | 4 | 1
SUS-13-020 | CMS AN-2013/228 | 1 | 0 | #not_found# | 1 | 0
SUS-13-021 | CMS AN-2013/182 | 28 | 24 | #not_found#, UCSB, UCSD, FERMILAB, MIT | 5 | 4
SUS-13-022 | CMS AN-2013/202 | 13 | 12 | COLORADO, CORNELL, UCSB, TEXAS-TAMU, UCRIVERSIDE, #not_found# | 6 | 5
SUS-13-023 | CMS AN-2013/090 | 13 | 10 | BRUSSEL-VUB, PRINCETON, TORINO, UCLA, UCSB, RICE, PADOVA | 7 | 4
SUS-13-024 | CMS AN-2013/319 | 41 | 31 | FLORIDA-UNIV, PURDUE, CERN, ZURICH-ETH, UCLA, KANSAS-STATE, UCSB, UCSD, MEXICO-CINVESTAV, GHENT, #not_found#, MIT, FERMILAB | 13 | 8
SUS-13-025 | CMS AN-2013/071 | 1 | 0 | #not_found# | 1 | 0
SUS-14-001 | CMS AN-2012/490, CMS AN-2012/410, CMS AN-2013/118 | 17 | 3 | CHANDIGARH, LONDON-IC, TEXAS-TECH, ROCKEFELLER, BANGKOK, TEXAS-TAMU, BRISTOL, ADANA-CUKUROVA, PUNE-IISER, #not_found# | 10 | 3
SUS-14-002 | CMS AN-2013/417, CMS AN-2013/239, CMS AN-2013/217, CMS AN-2013/202, CMS AN-2013/226 | 104 | 96 | RUTGERS, FLORIDA-UNIV, NORTHEASTERN, DESY, PURDUE, CORNELL, COLORADO, RAL, PRINCETON, MIT, CALTECH, TEXAS-TAMU, UCSB, #not_found#, UCRIVERSIDE, NOTRE_DAME, FERMILAB, UCSD | 18 | 15
