 Analysis code | AN Notes | # Authors | # Authors from USA | Institutes | # Institutes | # Insitutes from USA
BTV-11-001 | CMS AN-2011/216, CMS AN-2011/152, CMS AN-2009/179, CMS AN-2011/195, CMS AN-2011/183, CMS AN-2011/207, CMS AN-2010/382 | 42 | 20 | SANTANDER, HEPHY, MADRID-CIEMAT, VANDERBILT, PISA, LIP, BROWN-UNIV, KANSAS-STATE, BANGALORE-IISC, NORTHWESTERN, PRINCETON, SUNY-BUFFALO, FLORIDA-TECH, CHICAGO, KANSAS-UNIV, JOHNS-HOPKINS, MOSCOW-NIKIET, STRASBOURG, ASRT-ENHEP, CERN, ZURICH-ETH, UCLA, UCSB, TIFR-B, #not_found#, VIRGINIA-UNIV | 26 | 13
BTV-11-002 | CMS AN-2011/180 | 16 | 4 | STRASBOURG, CHICAGO, CERN, HAMBURG-UNIV, TORINO, PISA, #not_found#, NEBRASKA, LOUVAIN, RIO-UERJ, KANSAS-STATE, BANGALORE-IISC | 12 | 3
BTV-11-003 | CMS AN-2011/450, CMS AN-2011/183, CMS AN-2011/438, CMS AN-2011/431 | 15 | 3 | OVIEDO, BRUSSEL-VUB, STRASBOURG, CERN, LIP, BROWN-UNIV, #not_found# | 7 | 1
BTV-11-004 | CMS AN-2012/026, CMS AN-2011/534, CMS AN-2011/446, CMS AN-2011/448, CMS AN-2011/503 | 46 | 17 | KARLSRUHE-IEKP, HAMBURG-UNIV, NORTHEASTERN, VANDERBILT, LOUVAIN, BROWN-UNIV, KANSAS-STATE, BANGALORE-IISC, NORTHWESTERN, PRINCETON, FLORIDA-TECH, SANTANDER, RIO-UERJ, HEPHY, CHICAGO, STRASBOURG, CERN, TORINO, PISA, NEBRASKA, TIFR-B, #not_found# | 22 | 9
BTV-12-001 |  | 0 | 0 |  | 0 | 0
BTV-13-001 | CMS AN-2013/149, CMS AN-2013/219, CMS AN-2013/164, CMS AN-2012/432, CMS AN-2013/185, CMS AN-2013/142, CMS AN-2013/150, CMS AN-2013/157, CMS AN-2013/212, CMS AN-2013/154 | 92 | 22 | OVIEDO, KARLSRUHE-IEKP, CORNELL, HAMBURG-UNIV, NORTHEASTERN, MADRID-CIEMAT, RUTGERS, LIP, LOUVAIN, TAIPEI-NTU, BROWN-UNIV, KANSAS-STATE, PURDUE, NEBRASKA, SANTANDER, FERMILAB, LONDON-IC, HEPHY, DESY, CHICAGO, ZAGREB-RUDJER, ZURICH-UNIV, KANSAS-UNIV, DUBLIN-UCD, STRASBOURG, CERN, TORINO, PISA, PUERTO_RICO, UCSB, BRUSSEL-VUB, #not_found# | 32 | 12
BTV-13-002 |  | 0 | 0 |  | 0 | 0
BTV-15-001 | CMS AN-2016/036 | 57 | 9 | ZAGREB-RUDJER, BROWN-UNIV, ROCHESTER, KARLSRUHE-IEKP, STRASBOURG, CERN, HAMBURG-UNIV, DESY, OHIO-STATE, MOSCOW-MSU, ZURICH-UNIV, PISA, KANSAS-UNIV, SANTANDER, PADOVA, LOUVAIN, BEIJING-IHEP, BRUSSEL-VUB, #not_found#, ZURICH-ETH | 20 | 4
BTV-15-002 | CMS AN-2015/073, CMS AN-2016/032 | 9 | 6 | ZURICH-ETH, ZAGREB-RUDJER, JOHNS-HOPKINS, BROWN-UNIV, #not_found#, FERMILAB | 6 | 3
BTV-16-001 | CMS AN-2016/074, CMS AN-2016/085, CMS AN-2016/052 | 8 | 3 | ROCHESTER, BRUSSEL-VUB, MADRID-CIEMAT, #not_found# | 4 | 1
BTV-16-002 | CMS AN-2017/034, CMS AN-2017/049, CMS AN-2017/018, CMS AN-2017/033 | 6 | 3 | CERN, ROCHESTER, #not_found#, BEIJING-IHEP | 4 | 1
CFT-09-001 |  | 0 | 0 |  | 0 | 0
CFT-09-002 |  | 0 | 0 |  | 0 | 0
CFT-09-003 |  | 0 | 0 |  | 0 | 0
CFT-09-004 |  | 0 | 0 |  | 0 | 0
CFT-09-005 |  | 0 | 0 |  | 0 | 0
CFT-09-006 |  | 0 | 0 |  | 0 | 0
CFT-09-007 |  | 0 | 0 |  | 0 | 0
CFT-09-008 |  | 0 | 0 |  | 0 | 0
CFT-09-009 |  | 0 | 0 |  | 0 | 0
CFT-09-010 |  | 0 | 0 |  | 0 | 0
CFT-09-011 |  | 0 | 0 |  | 0 | 0
CFT-09-012 |  | 0 | 0 |  | 0 | 0
CFT-09-013 |  | 0 | 0 |  | 0 | 0
CFT-09-014 |  | 0 | 0 |  | 0 | 0
CFT-09-015 |  | 0 | 0 |  | 0 | 0
CFT-09-016 |  | 0 | 0 |  | 0 | 0
CFT-09-017 |  | 0 | 0 |  | 0 | 0
CFT-09-018 |  | 0 | 0 |  | 0 | 0
CFT-09-019 |  | 0 | 0 |  | 0 | 0
CFT-09-020 |  | 0 | 0 |  | 0 | 0
CFT-09-022 |  | 0 | 0 |  | 0 | 0
CFT-09-023 |  | 0 | 0 |  | 0 | 0
CFT-09-025 |  | 0 | 0 |  | 0 | 0
DIF-07-001 | CMS AN-2007/032 | 3 | 0 | LIP, #not_found# | 2 | 0
DIF-07-002 | CMS AN-2007/033 | 2 | 0 | RIO-UERJ, TORINO | 2 | 0
EGM-07-001 | CMS AN-2007/019 | 11 | 4 | LONDON-IC, BRUXELLES-ULB, OHIO-STATE, MINNESOTA, DEMOKRITOS, #not_found#, FERMILAB | 7 | 3
EGM-09-001 |  | 0 | 0 |  | 0 | 0
EGM-09-002 |  | 0 | 0 |  | 0 | 0
EGM-09-003 |  | 0 | 0 |  | 0 | 0
EGM-09-004 |  | 0 | 0 |  | 0 | 0
EGM-09-005 |  | 0 | 0 |  | 0 | 0
EGM-09-006 |  | 0 | 0 |  | 0 | 0
EGM-10-001 | CMS AN-2010/041, CMS AN-2010/039, CMS AN-2010/038, CMS AN-2010/037, CMS AN-2010/049 | 39 | 21 | NORTHWESTERN, UCSB, KARLSRUHE-IEKP, PURDUE, CORNELL, MIT, CERN, CALTECH, POLYTECHNIQUE, BEIJING-IHEP, SPLIT-FESB, #not_found#, FERMILAB, UCSD | 14 | 8
EGM-10-002 |  | 0 | 0 |  | 0 | 0
EGM-10-003 | CMS AN-2010/216, CMS AN-2010/215, CMS AN-2010/214 | 12 | 2 | TORINO, MILANO-BICOCCA, CERN, BRUXELLES-ULB, ROMA-1, CALTECH, #not_found# | 7 | 1
EGM-10-004 |  | 0 | 0 |  | 0 | 0
EGM-10-005 |  | 0 | 0 |  | 0 | 0
EGM-10-006 | CMS AN-2010/292, CMS AN-2010/268, CMS AN-2010/329, CMS AN-2010/295, CMS AN-2010/340 | 50 | 19 | SKK-UNIV, FLORIDA-FIU, LIP, BEIJING-IHEP, TAIPEI-NTU, MIT, UCDAVIS, PURDUE, SACLAY, SAO_PAULO, MARYLAND, FERMILAB, PRINCETON, MINNESOTA, KANSAS-UNIV, DELHI-UNIV, ZURICH-ETH, NOTRE_DAME, FLORIDA-STATE, KOREA-UNIV, CHUNGLI-NCU, UCSD, #not_found# | 23 | 12
EGM-10-007 |  | 0 | 0 |  | 0 | 0
EGM-10-008 |  | 0 | 0 |  | 0 | 0
EGM-11-001 |  | 0 | 0 |  | 0 | 0
EGM-13-001 | CMS AN-2013/399 | 1 | 0 | #not_found# | 1 | 0
EGM-14-001 |  | 0 | 0 |  | 0 | 0
EWK-07-001 | CMS AN-2007/026 | 29 | 8 | LONDON-IC, ROMA-1, PRINCETON, CERN-based, DEMOKRITOS, OHIO-STATE, MINNESOTA, SACLAY, CALTECH, POLYTECHNIQUE, BRUXELLES-ULB, MILANO-BICOCCA, SPLIT-FESB, BROWN-UNIV, #not_found#, FERMILAB | 16 | 6
EWK-07-002 | CMS AN-2007/031 | 33 | 10 | TORINO, NAPOLI, PURDUE, CERN, PRINCETON, MADRID-CIEMAT, CALTECH, UCSD, JOHNS-HOPKINS, FRASCATI, BARI, PADOVA, #not_found#, TEXAS-TAMU | 14 | 6
EWK-07-003 | CMS AN-2007/028 | 13 | 2 | NORTHWESTERN, LONDON-IC, WISCONSIN, CHANDIGARH, MILANO-BICOCCA, PISA, #not_found#, TIFR-B, BARI, KOLKATA-SAHA | 10 | 2
EWK-08-001 | CMS AN-2008/020 | 3 | 0 | LONDON-IC, TIFR-A, NISER | 3 | 0
EWK-08-002 | CMS AN-2008/074, CMS AN-2008/057 | 9 | 3 | OVIEDO, ROCHESTER, SANTANDER, MADRID-CIEMAT, #not_found#, FERMILAB | 6 | 2
EWK-08-003 | CMS AN-2008/051 | 4 | 1 | WISCONSIN, #not_found# | 2 | 1
EWK-08-004 | CMS AN-2008/056 | 13 | 9 | FLORIDA-UNIV, KYUNGPOOK, NOTRE_DAME, TEXAS-TAMU, #not_found# | 5 | 3
EWK-08-005 | CMS AN-2007/026 | 29 | 8 | LONDON-IC, ROMA-1, PRINCETON, CERN-based, DEMOKRITOS, OHIO-STATE, MINNESOTA, SACLAY, CALTECH, POLYTECHNIQUE, BRUXELLES-ULB, MILANO-BICOCCA, SPLIT-FESB, BROWN-UNIV, #not_found#, FERMILAB | 16 | 6
EWK-08-006 | CMS AN-2008/092, CMS AN-2008/105, CMS AN-2008/096, CMS AN-2009/092, CMS AN-2008/095 | 28 | 11 | CERN, ROMA-1, CALTECH, SAO_PAULO, GHENT, #not_found#, FERMILAB, PADOVA | 8 | 2
EWK-09-001 | CMS AN-2009/005, CMS AN-2009/014, CMS AN-2008/062 | 16 | 0 | NAPOLI, CERN, MADRID-CIEMAT, ZURICH-UNIV, FRASCATI, #not_found# | 6 | 0
EWK-09-002 | CMS AN-2009/042 | 18 | 16 | #not_found#, UCSB, UCSD, FERMILAB, MIT | 5 | 4
EWK-09-003 | CMS AN-2009/054 | 13 | 8 | PERUGIA, ROCHESTER, TIFR-B, FERMILAB, #not_found# | 5 | 2
EWK-09-004 | CMS AN-2009/108, CMS AN-2009/098 | 14 | 6 | LONDON-IC, PRINCETON, DEMOKRITOS, FLORIDA-STATE, #not_found#, FERMILAB | 6 | 3
EWK-09-005 | CMS AN-2009/063 | 7 | 5 | CERN, VINCA, MINNESOTA, TEXAS-TECH | 4 | 2
EWK-09-006 | CMS AN-2009/045 | 11 | 3 | CERN, ROMA-1, CALTECH, SAO_PAULO, #not_found#, FERMILAB, PADOVA | 7 | 2
EWK-09-007 |  | 0 | 0 |  | 0 | 0
EWK-09-008 |  | 0 | 0 |  | 0 | 0
EWK-09-009 |  | 0 | 0 |  | 0 | 0
EWK-09-010 |  | 0 | 0 |  | 0 | 0
EWK-09-011 |  | 0 | 0 |  | 0 | 0
EWK-09-012 |  | 0 | 0 |  | 0 | 0
EWK-09-013 |  | 0 | 0 |  | 0 | 0
EWK-09-014 |  | 0 | 0 |  | 0 | 0
EWK-09-015 |  | 0 | 0 |  | 0 | 0
EWK-09-016 |  | 0 | 0 |  | 0 | 0
EWK-10-001 |  | 0 | 0 |  | 0 | 0
EWK-10-002 | CMS AN-2010/284, CMS AN-2010/264, CMS AN-2010/349, CMS AN-2010/277, CMS AN-2010/332 | 96 | 45 | KARLSRUHE-IEKP, MADRID-CIEMAT, ATHENS, CALTECH, POLYTECHNIQUE, BEIJING-IHEP, KANSAS-STATE, NORTHWESTERN, NOTRE_DAME, NAPOLI, DEMOKRITOS, SACLAY, FIRENZE, MIT, UCSB, FERMILAB, LONDON-IC, PRINCETON, MINNESOTA, TEXAS-TAMU, SPLIT-FESB, PADOVA, MOSCOW-NIKIET, WISCONSIN, ASRT-ENHEP, CERN, SEOUL-SNU, ROMA-1, UCLA, FLORIDA-STATE, NEBRASKA, UCSD, #not_found# | 33 | 15
EWK-10-003 |  | 0 | 0 |  | 0 | 0
EWK-10-004 | CMS AN-2010/175 | 4 | 4 | MARYLAND, PRINCETON | 2 | 2
EWK-10-005 | CMS AN-2011/055, CMS AN-2010/441, CMS AN-2010/332, CMS AN-2011/053, CMS AN-2011/009, CMS AN-2010/395, CMS AN-2010/349 | 42 | 18 | NORTHWESTERN, LONDON-IC, KARLSRUHE-IEKP, NAPOLI, CERN, DEMOKRITOS, DESY, PRINCETON, MADRID-CIEMAT, NEBRASKA, CALTECH, UCSB, BEIJING-IHEP, #not_found#, MIT, FERMILAB, PADOVA | 17 | 7
EWK-10-006 | CMS AN-2010/199, CMS AN-2010/299, CMS AN-2010/469, CMS AN-2011/060 | 56 | 38 | NORTHWESTERN, MISSISSIPPI, ROCHESTER, KARLSRUHE-IEKP, PERUGIA, NOTRE_DAME, MADRID-CIEMAT, LONDON-IC, UCSB, MIT, CERN, NEBRASKA, TIFR-B, BEIJING-IHEP, CALTECH, #not_found#, FERMILAB, PADOVA | 18 | 9
EWK-10-007 | CMS AN-2011/011, CMS AN-2011/013, CMS AN-2011/044 | 47 | 25 | FLORIDA-UNIV, NORTHWESTERN, DUBNA, KARLSRUHE-IEKP, SEOUL-SNU, PURDUE, UCSB, RAL, PRINCETON, VILNIUS-UNIV, CERN, NEBRASKA, CHANDIGARH, TIFR-B, BEIJING-IHEP, CALTECH, #not_found#, MIT, FERMILAB, PADOVA | 20 | 9
EWK-10-008 | CMS AN-2010/279 | 1 | 0 | #not_found# | 1 | 0
EWK-10-009 | CMS AN-2010/344 | 72 | 40 | OVIEDO, NORTHWESTERN, DUBLIN-UCD, KARLSRUHE-IEKP, PURDUE, CERN, SANTANDER, CHANDIGARH, ROMA-1, NEBRASKA, CALTECH, UCSB, UCSD, DELHI-UNIV, BEIJING-IHEP, #not_found#, PADOVA, MIT, FERMILAB, ZURICH-ETH | 20 | 8
EWK-10-010 | CMS AN-2011/029, CMS AN-2010/449, CMS AN-2010/367, CMS AN-2010/444 | 33 | 23 | FLORIDA-UNIV, ROCHESTER, TEXAS-TECH, CERN, MINNESOTA, VINCA, BOSTON-UNIV, BEIJING-IHEP, #not_found#, FERMILAB, VIRGINIA-UNIV | 11 | 7
EWK-10-011 | CMS AN-2010/455, CMS AN-2011/025, CMS AN-2011/031 | 27 | 26 | KYUNGPOOK, ROCHESTER, TEXAS-TECH, RIO-CBPF, #not_found#, JOHNS-HOPKINS, BEIJING-IHEP, KOREA-UNIV, FERMILAB, VIRGINIA-UNIV | 10 | 5
EWK-10-012 | CMS AN-2011/162, CMS AN-2010/384, CMS AN-2010/424, CMS AN-2010/413, CMS AN-2011/008, CMS AN-2010/342, CMS AN-2011/014, CMS AN-2011/136, CMS AN-2011/017 | 82 | 32 | KYUNGPOOK, CHANDIGARH, LONDON-IC, TORINO, WISCONSIN, KARLSRUHE-IEKP, TEXAS-TECH, CERN, ZURICH-ETH, ROMA-1, MINNESOTA, FIRENZE, KANSAS-STATE, CALTECH, JOHNS-HOPKINS, BEIJING-IHEP, PADOVA, #not_found#, FERMILAB, DESY | 20 | 7
EWK-10-013 | CMS AN-2010/457, CMS AN-2010/446, CMS AN-2010/450, CMS AN-2010/465, CMS AN-2010/082, CMS AN-2010/431, CMS AN-2010/387 | 47 | 24 | NORTHWESTERN, UCLA, BROWN-UNIV, FERMILAB, DESY, MILANO-BICOCCA, UCSB, SACLAY, MIT, CERN, NEBRASKA, UCSD, BEIJING-IHEP, CALTECH, WISCONSIN, PADOVA, #not_found#, BANGALORE-IISC, KARLSRUHE-IEKP | 19 | 10
EWK-10-014 | CMS AN-2010/309 | 6 | 0 | CERN, BRUXELLES-ULB, #not_found# | 3 | 0
EWK-10-015 | CMS AN-2010/407, CMS AN-2010/415, CMS AN-2010/409 | 9 | 1 | CERN, HAMBURG-UNIV, LONDON-IC, ROCHESTER, #not_found# | 5 | 1
EWK-11-001 | CMS AN-2011/093 | 10 | 8 | ALABAMA-UNIV, PRINCETON, CERN, MINNESOTA, MARYLAND, PADOVA | 6 | 4
EWK-11-002 | CMS AN-2011/019 | 1 | 1 | KANSAS-STATE | 1 | 1
EWK-11-003 | CMS AN-2011/031 | 6 | 2 | JOHNS-HOPKINS, #not_found#, FERMILAB | 3 | 2
EWK-11-004 | CMS AN-2011/356 | 13 | 11 | KYUNGPOOK, ROCHESTER, TEXAS-TECH, ANKARA-METU, BANGKOK, JOHNS-HOPKINS, BEIJING-IHEP, KOREA-UNIV, FERMILAB, VIRGINIA-UNIV | 10 | 5
EWK-11-005 | CMS AN-2011/282 | 1 | 0 | #not_found# | 1 | 0
EWK-11-006 |  | 0 | 0 |  | 0 | 0
EWK-11-007 | CMS AN-2011/525, CMS AN-2012/063 | 49 | 27 | KYUNGPOOK, KARLSRUHE-IEKP, CALTECH, BEIJING-IHEP, MIT, NORTHWESTERN, PURDUE, RAL, SUNY-BUFFALO, NEBRASKA, FERMILAB, FLORIDA-UNIV, ROCHESTER, PRINCETON, VILNIUS-UNIV, PADOVA, CERN, SEOUL-SNU, UCSB, TIFR-A, TIFR-B, DUBNA, #not_found#, VIRGINIA-UNIV | 24 | 12
EWK-11-008 |  | 0 | 0 |  | 0 | 0
EWK-11-009 | CMS AN-2011/108, CMS AN-2011/251 | 45 | 31 | KYUNGPOOK, LYON, WISCONSIN, UCDAVIS, TEXAS-TECH, PURDUE, RUTGERS, ZAGREB-RUDJER, FLORIDA-STATE, #not_found#, CALTECH, DELHI-UNIV, TIFR-B, ROCHESTER, MIT, KANSAS-STATE, FERMILAB, LOUVAIN | 18 | 11
EWK-11-010 | CMS AN-2011/123, CMS AN-2011/259, CMS AN-2011/148, CMS AN-2011/134 | 89 | 57 | OVIEDO, TORINO, KARLSRUHE-IEKP, SANTANDER, NORTHEASTERN, BOSTON-UNIV, POLYTECHNIQUE, BEIJING-IHEP, BARI, MILANO-BICOCCA, BROWN-UNIV, MIT, NORTHWESTERN, UCDAVIS, PURDUE, RAL, SPLIT-UNIV, BANGKOK, NEBRASKA, FERMILAB, CALTECH, ZAGREB-RUDJER, JOHNS-HOPKINS, DELHI-UNIV, SPLIT-FESB, PADOVA, ANTWERPEN, WISCONSIN, CERN, ZURICH-ETH, ROMA-1, UCLA, UCSB, UCSD, #not_found# | 35 | 15
EWK-11-011 | CMS AN-2011/151, CMS AN-2011/074 | 32 | 20 | KYUNGPOOK, DESY, TEXAS-TECH, PRINCETON, ZURICH-ETH, PEKING-UNIV, SACLAY, FLORIDA-TECH, WAYNE, TEXAS-TAMU, RIO-UERJ, #not_found#, FERMILAB, DELHI-UNIV | 14 | 6
EWK-11-012 | CMS AN-2011/263, CMS AN-2011/305, CMS AN-2011/264 | 23 | 0 | LONDON-IC, KARLSRUHE-IEKP, CERN, TORINO, LOUVAIN, #not_found#, DESY | 7 | 0
EWK-11-013 | CMS AN-2011/156 | 3 | 0 | MADRID-CIEMAT, #not_found# | 2 | 0
EWK-11-014 |  | 0 | 0 |  | 0 | 0
EWK-11-015 | CMS AN-2011/179 | 5 | 0 | SANTANDER, #not_found#, HAMBURG-UNIV | 3 | 0
EWK-11-016 | CMS AN-2011/044 | 2 | 1 | NORTHWESTERN, KARLSRUHE-IEKP | 2 | 1
EWK-11-017 | CMS AN-2011/484, CMS AN-2011/266 | 27 | 21 | KYUNGPOOK, WISCONSIN, DESY, TEXAS-TECH, PRINCETON, CERN, FLORIDA-TECH, TEXAS-TAMU, BRISTOL, RIO-UERJ, KANSAS-STATE, FERMILAB | 12 | 7
EWK-11-018 |  | 0 | 0 |  | 0 | 0
EWK-11-019 | CMS AN-2011/321 | 1 | 0 | #not_found# | 1 | 0
EWK-11-020 |  | 0 | 0 |  | 0 | 0
EWK-11-021 | CMS AN-2012/080 | 11 | 1 | KARLSRUHE-IEKP, ZURICH-ETH, ATHENS-NTUA, FIRENZE, #not_found#, MIT, DESY | 7 | 1
EXO-08-001 | CMS AN-2008/004, CMS AN-2008/048 | 54 | 20 | RUTGERS, NORTHWESTERN, NORTHEASTERN, KARLSRUHE-IEKP, ROMA-1, PRINCETON, BRUXELLES-ULB, RAL, ASRT-ENHEP, FLORIDA-STATE, KANSAS-STATE, MOSCOW-INR, BOSTON-UNIV, BRISTOL, #not_found#, FERMILAB | 16 | 8
EXO-08-002 |  | 0 | 0 |  | 0 | 0
EXO-08-003 | CMS AN-2007/049 | 14 | 6 | MINNESOTA, WARSAW-INS, ALABAMA-UNIV, TORINO, UCLA, PISA, KANSAS-UNIV, CALTECH, LOUVAIN, #not_found#, FERMILAB | 11 | 6
EXO-08-004 | CMS AN-2008/046 | 6 | 0 | AACHEN-3A, #not_found#, MILANO-BICOCCA | 3 | 0
EXO-08-005 | CMS AN-2008/065 | 3 | 0 | AACHEN-3A, DESY, #not_found# | 3 | 0
EXO-08-006 | CMS AN-2008/072 | 5 | 0 | #not_found# | 1 | 0
EXO-08-007 |  | 0 | 0 |  | 0 | 0
EXO-08-008 | CMS AN-2009/068 | 3 | 3 | BROWN-UNIV, BOSTON-UNIV | 2 | 2
EXO-08-009 | CMS AN-2008/064 | 1 | 0 | TAIPEI-NTU | 1 | 0
EXO-08-010 | CMS AN-2008/070 | 5 | 3 | ZAGREB-RUDJER, MARYLAND, ROMA-1, ALABAMA-UNIV | 4 | 2
EXO-08-011 | CMS AN-2008/073 | 6 | 0 | CERN, ANTWERPEN, #not_found# | 3 | 0
EXO-08-012 | CMS AN-2008/068 | 7 | 4 | RAL, RUTGERS, TENNESSEE, #not_found# | 4 | 2
EXO-08-013 | CMS AN-2008/079 | 1 | 0 | TAIPEI-NTU | 1 | 0
EXO-08-014 |  | 0 | 0 |  | 0 | 0
EXO-09-001 | CMS AN-2009/055 | 3 | 3 | MARYLAND, OHIO-STATE, BRISTOL | 3 | 2
EXO-09-002 | CMS AN-2009/059 | 2 | 2 | JOHNS-HOPKINS, SUNY-BUFFALO | 2 | 2
EXO-09-003 | CMS AN-2009/103 | 8 | 5 | IOWA, BOGAZICI, UCSD, BEIJING-IHEP, #not_found#, FERMILAB | 6 | 3
EXO-09-004 | CMS AN-2009/062 | 4 | 3 | RUTGERS, BROWN-UNIV, #not_found#, FERMILAB | 4 | 3
EXO-09-005 |  | 0 | 0 |  | 0 | 0
EXO-09-006 | CMS AN-2009/097 | 16 | 3 | NORTHWESTERN, KARLSRUHE-IEKP, ASRT-ENHEP, BRUXELLES-ULB, RAL, BOSTON-UNIV, BRISTOL, #not_found#, FERMILAB | 9 | 3
EXO-09-007 | CMS AN-2009/099 | 11 | 8 | WISCONSIN, PRINCETON, ZAGREB-RUDJER, #not_found#, BOSTON-UNIV, KANSAS-STATE, FERMILAB | 7 | 5
EXO-09-008 | CMS AN-2009/086 | 26 | 12 | LYON, STRASBOURG, CORNELL, HAMBURG-UNIV, AACHEN-3A, SUNY-BUFFALO, FLORIDA-TECH, CERN, UCRIVERSIDE, JOHNS-HOPKINS, AACHEN-3B, MARYLAND, GENOVA, #not_found#, FERMILAB | 15 | 7
EXO-09-009 | CMS AN-2009/093 | 7 | 5 | RUTGERS, CERN-based, SUNY-BUFFALO, CALTECH, BROWN-UNIV, #not_found#, FERMILAB | 7 | 5
EXO-09-010 | CMS AN-2009/037 | 3 | 1 | NORTHEASTERN, #not_found# | 2 | 1
EXO-09-011 | CMS AN-2009/096 | 6 | 4 | CERN-based, SUNY-BUFFALO, CERN, RUTGERS, BROWN-UNIV, FERMILAB | 6 | 4
EXO-09-012 | CMS AN-2009/090 | 1 | 0 | TAIPEI-NTU | 1 | 0
EXO-09-013 | CMS AN-2009/109 | 6 | 0 | CERN, #not_found# | 2 | 0
EXO-09-014 | CMS AN-2009/110 | 4 | 0 | CERN, TIFR-B, PAVIA, KOLKATA-SAHA | 4 | 0
EXO-09-015 |  | 0 | 0 |  | 0 | 0
EXO-10-001 | CMS AN-2010/108 | 19 | 10 | KYUNGPOOK, LYON, ATHENS-NTUA, ROCHESTER, TEXAS-TECH, CERN, RAL, BAYLOR-UNIV, ANKARA-METU, RUTGERS, BOSTON-UNIV, ADANA-CUKUROVA, IOWA, MARYLAND, BROWN-UNIV, #not_found#, FERMILAB | 17 | 9
EXO-10-002 | CMS AN-2010/126 | 12 | 6 | ROCHESTER, KARLSRUHE-IEKP, ATHENS-NTUA, ANKARA-METU, BOSTON-UNIV, ADANA-CUKUROVA, #not_found#, FERMILAB | 8 | 3
EXO-10-003 | CMS AN-2010/184 | 8 | 6 | MARYLAND, OHIO-STATE, #not_found#, BRISTOL, NEBRASKA | 5 | 3
EXO-10-004 | CMS AN-2010/053, CMS AN-2010/194 | 18 | 4 | ALABAMA-UNIV, BOLOGNA, TORINO, PISA, FLORIDA-STATE, MINNESOTA, CALTECH, LOUVAIN, #not_found#, PADOVA | 10 | 4
EXO-10-005 | CMS AN-2010/230 | 5 | 2 | ZAGREB-RUDJER, MARYLAND, ROMA-1, #not_found#, ALABAMA-UNIV | 5 | 2
EXO-10-006 | CMS AN-2010/361 | 5 | 2 | ZAGREB-RUDJER, MARYLAND, ROMA-1, #not_found#, ALABAMA-UNIV | 5 | 2
EXO-10-007 | CMS AN-2010/255 | 4 | 2 | NORTHEASTERN, KANSAS-STATE, #not_found# | 3 | 2
EXO-10-008 | CMS AN-2010/253 | 5 | 5 | NORTHEASTERN, BROWN-UNIV, KANSAS-STATE, PRINCETON | 4 | 4
EXO-10-009 | CMS AN-2010/124, CMS AN-2010/348 | 11 | 6 | KARLSRUHE-IEKP, CHICAGO, AACHEN-3A, ZURICH-UNIV, NEBRASKA, #not_found# | 6 | 2
EXO-10-010 | CMS AN-2010/108 | 19 | 10 | KYUNGPOOK, LYON, ATHENS-NTUA, ROCHESTER, TEXAS-TECH, CERN, RAL, BAYLOR-UNIV, ANKARA-METU, RUTGERS, BOSTON-UNIV, ADANA-CUKUROVA, IOWA, MARYLAND, BROWN-UNIV, #not_found#, FERMILAB | 17 | 9
EXO-10-011 |  | 0 | 0 |  | 0 | 0
EXO-10-012 | CMS AN-2010/318 | 17 | 3 | FLORIDA-UNIV, NORTHWESTERN, ASRT-ENHEP, BRUXELLES-ULB, RAL, CALTECH, BRISTOL, #not_found# | 8 | 3
EXO-10-013 | CMS AN-2010/317, CMS AN-2010/312, CMS AN-2010/318 | 52 | 23 | CORNELL, SANTANDER, NORTHEASTERN, CALTECH, LOUVAIN, BRISTOL, BROWN-UNIV, NORTHWESTERN, PURDUE, RAL, PRINCETON, FLORIDA-TECH, PURDUE-CALUMET, RIO-UERJ, FLORIDA-UNIV, CHICAGO, BRUXELLES-ULB, ASRT-ENHEP, TORINO, UCLA, DUBNA, #not_found# | 22 | 12
EXO-10-014 | CMS AN-2010/314 | 11 | 3 | SKK-UNIV, TEXAS-TECH, MILANO-BICOCCA, CORNELL, AACHEN-3A, OHIO-STATE, #not_found# | 7 | 3
EXO-10-015 | CMS AN-2010/315 | 8 | 1 | AACHEN-3A, UCLA, #not_found# | 3 | 1
EXO-10-016 | CMS AN-2010/320, CMS AN-2010/319 | 8 | 3 | BRUXELLES-ULB, CALTECH, MADRID-CIEMAT, UCSD, TIFR-B | 5 | 2
EXO-10-017 | CMS AN-2010/313 | 3 | 2 | BROWN-UNIV, #not_found# | 2 | 1
EXO-10-018 | CMS AN-2010/360 | 8 | 1 | CHUNGLI-NCU, TAIPEI-NTU, RUTGERS, #not_found# | 4 | 1
EXO-10-019 | CMS AN-2010/405 | 4 | 4 | CALTECH, NORTHEASTERN, UCSD, ALABAMA-UNIV | 4 | 4
EXO-10-020 | CMS AN-2011/003 | 5 | 0 | AACHEN-3A, DESY, #not_found# | 3 | 0
EXO-10-021 | CMS AN-2011/042 | 8 | 0 | AACHEN-3A, #not_found#, DELHI-UNIV, DESY | 4 | 0
EXO-10-022 | CMS AN-2011/007 | 1 | 0 | #not_found# | 1 | 0
EXO-10-023 | CMS AN-2010/333 | 1 | 0 | #not_found# | 1 | 0
EXO-10-024 | CMS AN-2010/364 | 22 | 20 | #not_found#, UCSB, UCSD, FERMILAB, MIT | 5 | 4
EXO-10-025 | CMS AN-2010/321 | 10 | 7 | FLORIDA-UNIV, BOSTON-UNIV, #not_found# | 3 | 2
